,X0.962566844919786,X0.96524064171123,X0.945187165775401,X0.957219251336898,X0.959893048128342,X0.95855614973262,X0.95855614973262.1,X0.963903743315508,X0.95855614973262.2
1,0.9625668449197858,0.96524064171123,0.9451871657754009,0.9572192513368979,0.9598930481283421,0.9585561497326199,0.9585561497326199,0.9639037433155079,0.9585561497326199
