,X0.966577540106952,X0.969251336898396,X0.962566844919786,X0.955882352941177,X0.961229946524064,X0.95855614973262,X0.969251336898396.1,X0.973262032085562,X0.961229946524064.1
1,0.9665775401069521,0.969251336898396,0.9625668449197858,0.9558823529411771,0.9612299465240641,0.9585561497326199,0.969251336898396,0.9732620320855621,0.9612299465240641
