,X0.699197860962567,X0.735294117647059,X0.693850267379679,X0.701871657754011,X0.709893048128342,X0.679144385026738,X0.701871657754011.1,X0.695187165775401,X0.693850267379679.1
1,0.6991978609625671,0.7352941176470591,0.6938502673796789,0.7018716577540111,0.7098930481283421,0.6791443850267379,0.7018716577540111,0.695187165775401,0.6938502673796789
