,X0.685828877005348,X0.720588235294118,X0.672459893048128,X0.664438502673797,X0.679144385026738,X0.6524064171123,X0.685828877005348.1,X0.688502673796791,X0.684491978609626
1,0.685828877005348,0.720588235294118,0.6724598930481279,0.664438502673797,0.6791443850267379,0.6524064171123001,0.685828877005348,0.688502673796791,0.684491978609626
