,X0.845333333333333,X0.84,X0.845333333333333.1,X0.825333333333333,X0.874666666666667,X0.841333333333333,X0.842666666666667,X0.868,X0.852
1,0.8453333333333329,0.84,0.8453333333333329,0.825333333333333,0.874666666666667,0.8413333333333329,0.842666666666667,0.868,0.852
