,X0.82,X0.824,X0.821333333333333,X0.82.1,X0.869333333333333,X0.837333333333333,X0.828,X0.841333333333333,X0.850666666666667
1,0.82,0.8240000000000001,0.821333333333333,0.82,0.869333333333333,0.837333333333333,0.828,0.8413333333333329,0.850666666666667
