,X0.821333333333333,X0.829333333333333,X0.829333333333333.1,X0.814666666666667,X0.864,X0.837333333333333,X0.825333333333333,X0.836,X0.841333333333333
1,0.821333333333333,0.829333333333333,0.829333333333333,0.814666666666667,0.8640000000000001,0.837333333333333,0.825333333333333,0.836,0.8413333333333329
