,X0.822666666666667,X0.832,X0.826666666666667,X0.822666666666667.1,X0.861333333333333,X0.832.1,X0.836,X0.838666666666667,X0.845333333333333
1,0.822666666666667,0.8320000000000001,0.826666666666667,0.822666666666667,0.861333333333333,0.8320000000000001,0.836,0.838666666666667,0.8453333333333329
