,X0.677304964539007,X0.709219858156028,X0.673758865248227,X0.673758865248227.1,X0.734042553191489,X0.769503546099291,X0.726950354609929,X0.687943262411348,X0.723404255319149
1,0.6773049645390071,0.709219858156028,0.6737588652482271,0.6737588652482271,0.734042553191489,0.7695035460992908,0.7269503546099291,0.6879432624113481,0.7234042553191491
