,X0.716312056737589,X0.719858156028369,X0.666666666666667,X0.677304964539007,X0.734042553191489,X0.765957446808511,X0.734042553191489.1,X0.691489361702128,X0.716312056737589.1
1,0.7163120567375891,0.7198581560283691,0.666666666666667,0.6773049645390071,0.734042553191489,0.765957446808511,0.734042553191489,0.6914893617021279,0.7163120567375891
