,X0.687943262411348,X0.716312056737589,X0.677304964539007,X0.666666666666667,X0.737588652482269,X0.765957446808511,X0.737588652482269.1,X0.691489361702128,X0.726950354609929
1,0.6879432624113481,0.7163120567375891,0.6773049645390071,0.666666666666667,0.7375886524822691,0.765957446808511,0.7375886524822691,0.6914893617021279,0.7269503546099291
