,X0.846049046321526,X0.825613079019074,X0.844686648501362,X0.791553133514986,X0.811989100817439,X0.825613079019074.1,X0.825613079019074.2,X0.806539509536785,X0.843324250681199
1,0.8460490463215259,0.8256130790190741,0.8446866485013621,0.7915531335149859,0.8119891008174391,0.8256130790190741,0.8256130790190741,0.806539509536785,0.8433242506811991
