,X0.856948228882834,X0.847411444141689,X0.865122615803815,X0.828337874659401,X0.826975476839237,X0.850136239782016,X0.841961852861035,X0.821525885558583,X0.847411444141689.1
1,0.8569482288828342,0.8474114441416891,0.865122615803815,0.8283378746594009,0.8269754768392371,0.850136239782016,0.841961852861035,0.821525885558583,0.8474114441416891
