,X0.861035422343324,X0.836512261580381,X0.861035422343324.1,X0.829700272479564,X0.821525885558583,X0.861035422343324.2,X0.832425068119891,X0.826975476839237,X0.854223433242507
1,0.8610354223433241,0.836512261580381,0.8610354223433241,0.8297002724795641,0.821525885558583,0.8610354223433241,0.832425068119891,0.8269754768392371,0.8542234332425072
