,X0.852861035422343,X0.835149863760218,X0.858310626702997,X0.822888283378747,X0.822888283378747.1,X0.856948228882834,X0.833787465940054,X0.833787465940054.1,X0.863760217983651
1,0.852861035422343,0.835149863760218,0.8583106267029971,0.8228882833787471,0.8228882833787471,0.8569482288828342,0.833787465940054,0.833787465940054,0.8637602179836509
