,X0.706666666666667,X0.706666666666667.1,X0.724,X0.72,X0.738666666666667,X0.702666666666667,X0.717333333333333,X0.730666666666667,X0.716
1,0.706666666666667,0.706666666666667,0.7240000000000001,0.72,0.738666666666667,0.702666666666667,0.7173333333333329,0.730666666666667,0.716
