,X0.741333333333333,X0.704,X0.729333333333333,X0.729333333333333.1,X0.748,X0.72,X0.754666666666667,X0.76,X0.733333333333333
1,0.741333333333333,0.7040000000000001,0.729333333333333,0.729333333333333,0.748,0.72,0.754666666666667,0.76,0.733333333333333
