,X0.980769230769231,X0.980769230769231.1,X0.979289940828402,X0.965976331360947,X0.964497041420118,X0.979289940828402.1,X0.973372781065089,X0.970414201183432,X0.986686390532544
1,0.9807692307692311,0.9807692307692311,0.979289940828402,0.9659763313609471,0.9644970414201179,0.979289940828402,0.9733727810650891,0.970414201183432,0.9866863905325441
