,X0.983727810650888,X0.980769230769231,X0.980769230769231.1,X0.96301775147929,X0.96301775147929.1,X0.979289940828402,X0.970414201183432,X0.967455621301775,X0.983727810650888.1
1,0.983727810650888,0.9807692307692311,0.9807692307692311,0.96301775147929,0.96301775147929,0.979289940828402,0.970414201183432,0.967455621301775,0.983727810650888
