,X0.988165680473373,X0.989644970414201,X0.986686390532544,X0.988165680473373.1,X0.99112426035503,X0.994082840236686,X0.982248520710059,X0.989644970414201.1,X0.992603550295858
1,0.9881656804733729,0.9896449704142009,0.9866863905325441,0.9881656804733729,0.99112426035503,0.9940828402366859,0.9822485207100591,0.9896449704142009,0.9926035502958579
