,X0.735820895522388,X0.762686567164179,X0.711940298507463,X0.743283582089552,X0.770149253731343,X0.762686567164179.1,X0.776119402985075,X0.773134328358209,X0.792537313432836
1,0.7358208955223879,0.762686567164179,0.711940298507463,0.743283582089552,0.770149253731343,0.762686567164179,0.776119402985075,0.7731343283582092,0.792537313432836
