,X0.676119402985075,X0.688059701492537,X0.676119402985075.1,X0.682089552238806,X0.694029850746269,X0.694029850746269.1,X0.732835820895522,X0.728358208955224,X0.732835820895522.1
1,0.676119402985075,0.6880597014925369,0.676119402985075,0.6820895522388061,0.6940298507462691,0.6940298507462691,0.7328358208955219,0.7283582089552242,0.7328358208955219
