,X0.777611940298507,X0.805970149253731,X0.774626865671642,X0.811940298507463,X0.813432835820896,X0.804477611940299,X0.823880597014925,X0.813432835820896.1,X0.805970149253731.1
1,0.7776119402985071,0.8059701492537309,0.7746268656716421,0.8119402985074631,0.813432835820896,0.8044776119402991,0.823880597014925,0.813432835820896,0.8059701492537309
