,X0.77910447761194,X0.823880597014925,X0.786567164179104,X0.823880597014925.1,X0.813432835820896,X0.795522388059702,X0.811940298507463,X0.811940298507463.1,X0.808955223880597
1,0.7791044776119399,0.823880597014925,0.786567164179104,0.823880597014925,0.813432835820896,0.7955223880597021,0.8119402985074631,0.8119402985074631,0.808955223880597
