,X0.959893048128342,X0.973262032085562,X0.955882352941177,X0.95855614973262,X0.969251336898396,X0.963903743315508,X0.969251336898396.1,X0.973262032085562.1,X0.959893048128342.1
1,0.9598930481283421,0.9732620320855621,0.9558823529411771,0.9585561497326199,0.969251336898396,0.9639037433155079,0.969251336898396,0.9732620320855621,0.9598930481283421
