,X0.96524064171123,X0.97192513368984,X0.96524064171123.1,X0.973262032085562,X0.967914438502674,X0.97192513368984.1,X0.985294117647059,X0.973262032085562.1,X0.967914438502674.1
1,0.96524064171123,0.97192513368984,0.96524064171123,0.9732620320855621,0.9679144385026741,0.97192513368984,0.9852941176470591,0.9732620320855621,0.9679144385026741
