,X0.963903743315508,X0.973262032085562,X0.959893048128342,X0.96524064171123,X0.970588235294118,X0.973262032085562.1,X0.977272727272727,X0.966577540106952,X0.959893048128342.1
1,0.9639037433155079,0.9732620320855621,0.9598930481283421,0.96524064171123,0.970588235294118,0.9732620320855621,0.9772727272727271,0.9665775401069521,0.9598930481283421
