,X0.973262032085562,X0.986631016042781,X0.973262032085562.1,X0.974598930481283,X0.977272727272727,X0.975935828877005,X0.989304812834225,X0.979946524064171,X0.975935828877005.1
1,0.9732620320855621,0.9866310160427809,0.9732620320855621,0.9745989304812829,0.9772727272727271,0.975935828877005,0.989304812834225,0.9799465240641708,0.975935828877005
