,X0.87719298245614,X0.85233918128655,X0.87719298245614.1,X0.896198830409357,X0.894736842105263,X0.885964912280702,X0.880116959064328,X0.859649122807018,X0.881578947368421
1,0.8771929824561401,0.8523391812865501,0.8771929824561401,0.8961988304093571,0.8947368421052628,0.885964912280702,0.8801169590643281,0.859649122807018,0.8815789473684209
