,X0.87719298245614,X0.850877192982456,X0.868421052631579,X0.894736842105263,X0.89327485380117,X0.894736842105263.1,X0.881578947368421,X0.864035087719298,X0.878654970760234
1,0.8771929824561401,0.8508771929824559,0.8684210526315791,0.8947368421052628,0.89327485380117,0.8947368421052628,0.8815789473684209,0.864035087719298,0.878654970760234
