,X0.883040935672515,X0.859649122807018,X0.888888888888889,X0.902046783625731,X0.910818713450292,X0.885964912280702,X0.902046783625731.1,X0.87280701754386,X0.885964912280702.1
1,0.8830409356725151,0.859649122807018,0.8888888888888891,0.902046783625731,0.9108187134502921,0.885964912280702,0.902046783625731,0.8728070175438599,0.885964912280702
