,X0.735694822888283,X0.750681198910082,X0.762942779291553,X0.720708446866485,X0.712534059945504,X0.752043596730245,X0.741144414168937,X0.730245231607629,X0.750681198910082.1
1,0.735694822888283,0.750681198910082,0.7629427792915531,0.720708446866485,0.7125340599455041,0.752043596730245,0.7411444141689371,0.7302452316076291,0.750681198910082
