,X0.73433242506812,X0.730245231607629,X0.760217983651226,X0.723433242506812,X0.70708446866485,X0.732970027247956,X0.728882833787466,X0.717983651226158,X0.737057220708447
1,0.73433242506812,0.7302452316076291,0.7602179836512261,0.7234332425068121,0.70708446866485,0.7329700272479559,0.728882833787466,0.717983651226158,0.7370572207084469
