,X0.967914438502674,X0.97192513368984,X0.954545454545455,X0.96524064171123,X0.970588235294118,X0.967914438502674.1,X0.970588235294118.1,X0.975935828877005,X0.97192513368984.1
1,0.9679144385026741,0.97192513368984,0.954545454545455,0.96524064171123,0.970588235294118,0.9679144385026741,0.970588235294118,0.975935828877005,0.97192513368984
