,X0.954545454545455,X0.961229946524064,X0.957219251336898,X0.954545454545455.1,X0.970588235294118,X0.963903743315508,X0.969251336898396,X0.970588235294118.1,X0.954545454545455.2
1,0.954545454545455,0.9612299465240641,0.9572192513368979,0.954545454545455,0.970588235294118,0.9639037433155079,0.969251336898396,0.970588235294118,0.954545454545455
