,X0.955882352941177,X0.97192513368984,X0.950534759358289,X0.957219251336898,X0.970588235294118,X0.96524064171123,X0.966577540106952,X0.97192513368984.1,X0.963903743315508
1,0.9558823529411771,0.97192513368984,0.9505347593582891,0.9572192513368979,0.970588235294118,0.96524064171123,0.9665775401069521,0.97192513368984,0.9639037433155079
