,X0.96524064171123,X0.967914438502674,X0.949197860962567,X0.963903743315508,X0.97192513368984,X0.966577540106952,X0.966577540106952.1,X0.977272727272727,X0.967914438502674.1
1,0.96524064171123,0.9679144385026741,0.9491978609625671,0.9639037433155079,0.97192513368984,0.9665775401069521,0.9665775401069521,0.9772727272727271,0.9679144385026741
