,X0.976315789473684,X0.973684210526316,X0.984210526315789,X0.984210526315789.1,X0.981578947368421,X0.981578947368421.1,X0.971052631578947,X0.968421052631579,X0.981578947368421.2
1,0.9763157894736841,0.9736842105263158,0.9842105263157891,0.9842105263157891,0.981578947368421,0.981578947368421,0.9710526315789471,0.9684210526315791,0.981578947368421
