,X0.981578947368421,X0.984210526315789,X0.984210526315789.1,X0.984210526315789.2,X0.981578947368421.1,X0.989473684210526,X0.973684210526316,X0.978947368421053,X0.981578947368421.2
1,0.981578947368421,0.9842105263157891,0.9842105263157891,0.9842105263157891,0.981578947368421,0.989473684210526,0.9736842105263158,0.978947368421053,0.981578947368421
