,X0.965789473684211,X0.960526315789474,X0.973684210526316,X0.981578947368421,X0.978947368421053,X0.968421052631579,X0.963157894736842,X0.965789473684211.1,X0.978947368421053.1
1,0.965789473684211,0.9605263157894741,0.9736842105263158,0.981578947368421,0.978947368421053,0.9684210526315791,0.9631578947368421,0.965789473684211,0.978947368421053
