,X0.963157894736842,X0.952631578947368,X0.963157894736842.1,X0.968421052631579,X0.971052631578947,X0.968421052631579.1,X0.963157894736842.2,X0.963157894736842.3,X0.971052631578947.1
1,0.9631578947368421,0.9526315789473679,0.9631578947368421,0.9684210526315791,0.9710526315789471,0.9684210526315791,0.9631578947368421,0.9631578947368421,0.9710526315789471
