,X0.978947368421053,X0.986842105263158,X0.992105263157895,X0.986842105263158.1,X0.978947368421053.1,X0.986842105263158.2,X0.973684210526316,X0.981578947368421,X0.981578947368421.1
1,0.978947368421053,0.986842105263158,0.992105263157895,0.986842105263158,0.978947368421053,0.986842105263158,0.9736842105263158,0.981578947368421,0.981578947368421
