,X0.734126984126984,X0.747354497354497,X0.746031746031746,X0.734126984126984.1,X0.703703703703704,X0.718253968253968,X0.755291005291005,X0.756613756613757,X0.728835978835979
1,0.7341269841269841,0.747354497354497,0.7460317460317459,0.7341269841269841,0.703703703703704,0.718253968253968,0.7552910052910051,0.756613756613757,0.728835978835979
