,0
0,0.7724867724867724
1,0.7764550264550265
2,0.7923280423280423
3,0.7698412698412699
4,0.7367724867724867
5,0.7817460317460317
6,0.7817460317460317
7,0.7923280423280423
8,0.7566137566137566
