,X0.738095238095238,X0.743386243386243,X0.739417989417989,X0.726190476190476,X0.705026455026455,X0.708994708994709,X0.734126984126984,X0.755291005291005,X0.716931216931217
1,0.7380952380952379,0.743386243386243,0.739417989417989,0.7261904761904759,0.7050264550264549,0.7089947089947091,0.7341269841269841,0.7552910052910051,0.716931216931217
