,X0.980769230769231,X0.977810650887574,X0.979289940828402,X0.980769230769231.1,X0.973372781065089,X0.980769230769231.2,X0.967455621301775,X0.989644970414201,X0.979289940828402.1
1,0.9807692307692311,0.9778106508875741,0.979289940828402,0.9807692307692311,0.9733727810650891,0.9807692307692311,0.967455621301775,0.9896449704142009,0.979289940828402
