,X0.979289940828402,X0.974852071005917,X0.977810650887574,X0.977810650887574.1,X0.97189349112426,X0.980769230769231,X0.967455621301775,X0.983727810650888,X0.974852071005917.1
1,0.979289940828402,0.9748520710059171,0.9778106508875741,0.9778106508875741,0.9718934911242599,0.9807692307692311,0.967455621301775,0.983727810650888,0.9748520710059171
