,X0.871301775147929,X0.878698224852071,X0.857988165680473,X0.862426035502959,X0.862426035502959.1,X0.856508875739645,X0.869822485207101,X0.883136094674556,X0.865384615384615
1,0.8713017751479291,0.8786982248520709,0.857988165680473,0.862426035502959,0.862426035502959,0.8565088757396451,0.8698224852071009,0.883136094674556,0.8653846153846151
