,X0.866863905325444,X0.872781065088757,X0.849112426035503,X0.85207100591716,X0.849112426035503.1,X0.837278106508876,X0.859467455621302,X0.859467455621302.1,X0.841715976331361
1,0.866863905325444,0.8727810650887571,0.849112426035503,0.8520710059171601,0.849112426035503,0.8372781065088759,0.859467455621302,0.859467455621302,0.841715976331361
