,X0.794736842105263,X0.757894736842105,X0.821052631578947,X0.860526315789474,X0.836842105263158,X0.815789473684211,X0.83421052631579,X0.836842105263158.1,X0.805263157894737
1,0.7947368421052629,0.757894736842105,0.821052631578947,0.8605263157894741,0.8368421052631579,0.815789473684211,0.83421052631579,0.8368421052631579,0.8052631578947371
