,X0.83421052631579,X0.781578947368421,X0.826315789473684,X0.860526315789474,X0.855263157894737,X0.847368421052632,X0.873684210526316,X0.855263157894737.1,X0.83421052631579.1
1,0.83421052631579,0.7815789473684209,0.8263157894736841,0.8605263157894741,0.8552631578947372,0.847368421052632,0.8736842105263158,0.8552631578947372,0.83421052631579
