,X0.948224852071006,X0.949704142011834,X0.939349112426035,X0.945266272189349,X0.928994082840237,X0.939349112426035.1,X0.930473372781065,X0.943786982248521,X0.943786982248521.1
1,0.948224852071006,0.9497041420118341,0.9393491124260351,0.9452662721893491,0.928994082840237,0.9393491124260351,0.930473372781065,0.943786982248521,0.943786982248521
