,X0.629427792915531,X0.64441416893733,X0.645776566757493,X0.594005449591281,X0.608991825613079,X0.61716621253406,X0.634877384196185,X0.615803814713896,X0.628065395095368
1,0.629427792915531,0.64441416893733,0.645776566757493,0.594005449591281,0.608991825613079,0.61716621253406,0.634877384196185,0.615803814713896,0.628065395095368
