,X0.602985074626866,X0.629850746268657,X0.605970149253731,X0.619402985074627,X0.623880597014925,X0.623880597014925.1,X0.652238805970149,X0.640298507462687,X0.650746268656716
1,0.602985074626866,0.629850746268657,0.6059701492537309,0.6194029850746271,0.623880597014925,0.623880597014925,0.6522388059701489,0.640298507462687,0.650746268656716
