,X0.88755980861244,X0.851674641148325,X0.875598086124402,X0.861244019138756,X0.870813397129187,X0.851674641148325.1,X0.870813397129187.1,X0.861244019138756.1,X0.87799043062201
1,0.8875598086124399,0.8516746411483249,0.875598086124402,0.8612440191387559,0.870813397129187,0.8516746411483249,0.870813397129187,0.8612440191387559,0.8779904306220101
