,X0.897129186602871,X0.854066985645933,X0.875598086124402,X0.863636363636364,X0.863636363636364.1,X0.863636363636364.2,X0.87799043062201,X0.861244019138756,X0.866028708133971
1,0.897129186602871,0.854066985645933,0.875598086124402,0.8636363636363641,0.8636363636363641,0.8636363636363641,0.8779904306220101,0.8612440191387559,0.8660287081339709
