,X0.88755980861244,X0.844497607655502,X0.866028708133971,X0.856459330143541,X0.873205741626794,X0.858851674641148,X0.880382775119617,X0.866028708133971.1,X0.858851674641148.1
1,0.8875598086124399,0.8444976076555021,0.8660287081339709,0.8564593301435409,0.873205741626794,0.858851674641148,0.8803827751196172,0.8660287081339709,0.858851674641148
