,X0.894736842105263,X0.854066985645933,X0.87799043062201,X0.839712918660287,X0.870813397129187,X0.842105263157895,X0.868421052631579,X0.870813397129187.1,X0.87799043062201.1
1,0.8947368421052628,0.854066985645933,0.8779904306220101,0.839712918660287,0.870813397129187,0.842105263157895,0.8684210526315791,0.870813397129187,0.8779904306220101
