,X0.982248520710059,X0.982248520710059.1,X0.983727810650888,X0.989644970414201,X0.980769230769231,X0.99112426035503,X0.980769230769231.1,X0.985207100591716,X0.983727810650888.1
1,0.9822485207100591,0.9822485207100591,0.983727810650888,0.9896449704142009,0.9807692307692311,0.99112426035503,0.9807692307692311,0.9852071005917159,0.983727810650888
