,X0.989644970414201,X0.989644970414201.1,X0.99112426035503,X0.989644970414201.2,X0.988165680473373,X0.99112426035503.1,X0.992603550295858,X0.994082840236686,X0.995562130177515
1,0.9896449704142009,0.9896449704142009,0.99112426035503,0.9896449704142009,0.9881656804733729,0.99112426035503,0.9926035502958579,0.9940828402366859,0.995562130177515
