,X0.99112426035503,X0.99112426035503.1,X0.986686390532544,X0.989644970414201,X0.986686390532544.1,X0.992603550295858,X0.983727810650888,X0.99112426035503.2,X0.99112426035503.3
1,0.99112426035503,0.99112426035503,0.9866863905325441,0.9896449704142009,0.9866863905325441,0.9926035502958579,0.983727810650888,0.99112426035503,0.99112426035503
