,X0.989644970414201,X0.985207100591716,X0.986686390532544,X0.989644970414201.1,X0.983727810650888,X0.994082840236686,X0.982248520710059,X0.989644970414201.2,X0.989644970414201.3
1,0.9896449704142009,0.9852071005917159,0.9866863905325441,0.9896449704142009,0.983727810650888,0.9940828402366859,0.9822485207100591,0.9896449704142009,0.9896449704142009
