,X0.544959128065395,X0.564032697547684,X0.569482288828338,X0.516348773841962,X0.529972752043597,X0.553133514986376,X0.553133514986376.1,X0.538147138964578,X0.55858310626703
1,0.544959128065395,0.5640326975476839,0.569482288828338,0.5163487738419621,0.5299727520435971,0.553133514986376,0.553133514986376,0.5381471389645779,0.55858310626703
