,X0.551771117166213,X0.553133514986376,X0.570844686648501,X0.523160762942779,X0.529972752043597,X0.55449591280654,X0.553133514986376.1,X0.540871934604905,X0.565395095367847
1,0.551771117166213,0.553133514986376,0.570844686648501,0.523160762942779,0.5299727520435971,0.5544959128065401,0.553133514986376,0.540871934604905,0.565395095367847
